LOV2dksat,,
Wavelength (nm),Abs,
449.9401245,1.12754631,
449.0207825,1.135286689,
447.9480286,1.14499414,
447.0283508,1.14664948,
445.9552002,1.142124414,
445.0351868,1.135781646,
443.9616394,1.121212125,
443.0412903,1.110493302,
441.9673767,1.090338707,
441.0466919,1.067524552,
439.9723511,1.041301847,
439.0513611,1.021057844,
437.9766541,0.9967976809,
437.0552979,0.9804918766,
435.9802246,0.9628086686,
435.0585632,0.9299970865,
433.9830933,0.9096288681,
433.0610962,0.897135973,
431.9852295,0.8811787963,
431.0629272,0.8714552522,
429.9866943,0.8588120341,
429.0640564,0.8536980748,
427.9874573,0.8483079672,
427.0644836,0.8463301063,
425.9874878,0.8438070416,
425.064209,0.8403227925,
423.9868469,0.8356200457,
423.0632629,0.8299012184,
421.9855347,0.8261650801,
421.061615,0.8186018467,
419.9835205,0.8062543869,
419.0592651,0.7918949127,
417.9808044,0.7762099504,
417.0562439,0.7623939514,
415.977417,0.7475028634,
415.0525513,0.7313185334,
413.9733582,0.7084415555,
413.0481873,0.691264689,
411.9686279,0.6722997427,
411.0431213,0.6622047424,
409.9632263,0.6450688839,
409.0374146,0.6316446066,
407.9571228,0.6168780923,
407.0310364,0.6066818833,
405.9504089,0.5999856591,
405.0239868,0.5949302912,
403.9429932,0.5898628235,
403.0162659,0.5874400735,
401.9349365,0.5865399241,
401.0079041,0.5872498155,
399.9262085,0.5894935727,
398.9989014,0.5939376354,
398.0714417,0.597925365,
396.9892273,0.6044803858,
396.0614624,0.6087579131,
394.9789124,0.6170530319,
394.0508728,0.6252306104,
392.9679565,0.6375091672,
392.0396118,0.6472361088,
390.9563599,0.6607866883,
390.02771,0.6738473177,
388.9441223,0.6854544282,
388.0151978,0.7005624771,
386.9312744,0.7149606347,
386.0020447,0.7306990027,
385.0726624,0.7427784204,
383.9882507,0.7541962266,
383.0585938,0.771312058,
381.9738464,0.7824422121,
381.0438843,0.7927253246,
379.9588013,0.8000037074,
379.0285645,0.804526031,
377.9431458,0.8102044463,
377.0126343,0.8128142357,
375.9268799,0.8140425682,
374.9960632,0.8117511868,
374.065155,0.8111311197,
372.9789124,0.8101218939,
372.047699,0.8045710921,
370.9611206,0.8017246127,
370.0296631,0.798240304,
368.942749,0.7942245007,
368.0109863,0.7901908159,
366.9237671,0.7871162295,
365.9917297,0.7840216756,
365.0595703,0.7826001644,
363.9718933,0.7790786624,
363.0394592,0.7774229646,
361.9514465,0.7745606303,
361.0187378,0.7717165947,
359.9304199,0.7676041722,
358.9974365,0.7644885182,
358.0643311,0.7604503632,
356.9755249,0.7558268905,
356.0421448,0.7507607341,
354.953064,0.7433998585,
354.0194092,0.7400686145,
352.9300232,0.7324994206,
351.9960938,0.7249270082,
351.0620728,0.7165899873,
349.9721985,0.7101882696,
349.0379028,0.7049381137,
347.9477539,0.7003859282,
347.0131836,0.6893760562,
345.9227295,0.6850115061,
344.987915,0.6763097048,
344.0529785,0.6737151742,
342.9620667,0.6663227677,
342.0268555,0.6601893902,
340.9356384,0.6549150944,
340.0001831,0.6498523355,
339.0646362,0.6471799016,
337.9729614,0.6419849992,
337.0371399,0.6376315951,
335.9451904,0.6349345446,
335.0091248,0.6309978366,
334.072937,0.6294953823,
332.9805603,0.6268365979,
332.0440979,0.6212228537,
330.9514465,0.617477417,
330.01474,0.6151179075,
329.0779419,0.614713788,
327.9848633,0.610768497,
327.0477905,0.6095440388,
325.9544067,0.6084516048,
325.0171204,0.6053382158,
323.9234619,0.6039968133,
322.9859009,0.6027767062,
322.0482483,0.6015406251,
320.9541626,0.5993669033,
320.0162659,0.5989009142,
318.9219055,0.5969598293,
317.9837646,0.5955473781,
317.0455322,0.5961184502,
315.9507446,0.5958598852,
315.0122681,0.5952884555,
314.0736694,0.5962558389,
312.9784851,0.5984513164,
312.0396729,0.6008880138,
310.9442139,0.6059615612,
310.0051575,0.6122809052,
309.065979,0.6179797649,
307.9701233,0.6285303831,
307.0307312,0.6519431472,
305.9346008,0.6732715368,
304.9949646,0.7035956383,
304.0552368,0.7266490459,
302.9587402,0.7691906095,
302.0187683,0.8284583092,
300.9219971,0.9104829431,
299.981781,0.9834194779,
299.0414734,1.033795595,
297.9443359,1.12523067,
297.0038147,1.258361936,
296.0631714,1.407374859,
294.9656372,1.621070504,
294.0247803,1.75035584,
292.927002,1.951732635,
291.9859314,2.235557318,
291.0447388,2.430443048,
289.9465942,2.671825647,
289.005188,2.851610661,
288.0636902,3.07263422,
286.9651489,3.248046875,
286.0234375,3.469839811,
284.9246521,3.470212221,
283.9827271,3.368227243,
283.0407104,3.512287617,
281.9415588,3.409650803,
280.9993286,3.410934448,
280.0569763,3.897125006,
278.9574585,3.370418072,
278.0149231,3.423226595,
277.0722961,3.523797989,
275.9724121,3.406591177,
275.0295715,3.346479893,
273.9294434,3.908257246,
272.9863892,3.775273561,
272.0432434,3.843202591,
270.9427795,3.665558577,
269.9994507,3.770157337,
269.0559998,3.48261404,
267.9551697,3.715602398,
267.0115356,3.517761946,
266.0677795,3.864223719,
264.9666443,3.477985382,
264.0227051,3.561549425,
262.9213257,3.565063953,
261.9771729,3.408022881,
261.032959,3.456671715,
259.9312134,3.693771124,
258.9867859,3.791416168,
258.0422668,3.416968346,
256.9402466,3.58068347,
255.9955139,3.469923735,
255.0507202,3.554996014,
253.948349,3.049886465,
253.0033569,3.161239862,
252.0582733,3.191995859,
250.9555664,3.0489254,
250.0102997,3.000180006,

LOV2dksat,
LOV2dksat
Collection Time: 2/15/2020 11:28:19 AM
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        550.0
Stop (nm)                         250.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 1/7/2020 5:35:40 PM
Method Modifications:
X Start nm Changed: 1/7/2020 5:36:55 PM, Old:  800.0, New:  550.0
X Stop nm Changed: 1/7/2020 5:36:55 PM, Old:  200.0, New:  280.0
Common Interval nm Changed: 1/7/2020 5:36:55 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 1/7/2020 5:36:55 PM, Old:0, New:1
XY Table Changed: 1/7/2020 5:36:55 PM, Old:0, New:1
Storage Changed: 1/7/2020 5:36:55 PM, Old:1, New:0
X Stop nm Changed: 2/12/2020 4:27:11 PM, Old:  280.0, New:  250.0
End Method Modifications
<Current Wavelength> , 262.0

